GSE,UID,n_samples,title,date,gdstype,tumor_pct,summary,category,reason,exclude_features,sample_example
GSE291915,200291915,12,The Hira complex regulates Gli3R-dependent transcription in Hedgehog signaling a,2025/03/18,Expression profiling by high throughput sequencing,0.0,Regulation of the Hedgehog pathway activity may be supported by coactivators and corepresors of its main effectors- Gli transcription factors. While a,B,非目标瘤种/类型(细胞系/处理实验=12),细胞系/处理实验=12,DAOY cells with Hira loss-of-function treated
GSE273794,200273794,12,Multi-omic Analysis of an Mucolipidosis II Neuronal Cell Model Uncovers Involvem,2024/10/28,Expression profiling by high throughput sequencing,0.0,Defining the molecular consequences of lysosomal dysfunction in neuronal cell types remains an area of investigation that is needed to understand many,D,样本标题/摘要无特征词,-,Parental Daoy 2
GSE270924,200270924,12,SW1783_Discovery and utilization study of the dominant pharmacological action or,2024/07/05,Expression profiling by high throughput sequencing,0.0,This study aimed to identify the modes of action (MOA) of Aconitum carmichaeli Debeaux water extract (ACDW) in SW1783 cell line.,B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,SW1783 Water extract of Aconitum carmichaeli 
GSE264723,200264723,12,Mutant IDH1 inhibition induces dsDNA sensing to activate tumor immunity [human_g,2024/04/28,Expression profiling by high throughput sequencing,0.0,Isocitrate Dehydrogenase 1 (IDH1) is the most commonly mutated metabolic gene across human cancers. Mutant IDH1 (mIDH1) generates the oncometabolite (,B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,"RNA-seq, MGG152 in vitro, IFNg, Replicate 3"
GSE225375,200225375,12,MYC confers vulnerability to dual inhibition of CDK12 and CDK13 in high-risk Gro,2023/09/13,Expression profiling by high throughput sequencing,0.0,"To investigate the effect of CDK12/13 inhibition and MYC over-expression on gene expression of high-risk Group 3 medulloblastoma cells, we established",B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,D341 cells_DMSO_Rep1
GSE157506,200157506,12,RNA-Seq data of human glioma stem cells and fetal neural stem cells after knockd,2023/08/22,Expression profiling by high throughput sequencing,0.0,We report the effects of knockdown of Cancer Stem Cell Specific Distal Enhancer of Sox2 (CASCADES) in human glioma stem cells and fetal neural stem ce,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,HF_SC_1
GSE235828,200235828,12,Effect of IGF2BP3 in the development of glioma,2023/06/29,Expression profiling by high throughput sequencing,0.0,"To investigate the  function IGF2BP3 in the regulation of tumor occurrence and development, we established 4 U87MG cell lines in which IGF2BP3 gene ha",D,样本标题/摘要无特征词,-,OE_NC_2
GSE189643,200189643,12,"A lncRNA, SPRIGHTLY, interacts with Polypyrimidine Tract Binding Protein 1 (PTBP",2022/10/31,Expression profiling by high throughput sequencing,0.0,"During the course of surveying Medulloblastoma (MB) group specific lncRNAs, we found that SPRIGHTLY was highly upregulated in group 4 cell lines and p",B,非目标瘤种/类型(细胞系/处理实验=12),细胞系/处理实验=12,CHLA01/IT1 del cell line_RNA-seq rep2
GSE207729,200207729,12,P300-mediated adaptive conversion of glioma stem cells to vascular-like cells in,2022/09/09,Expression profiling by high throughput sequencing,0.0,"Purpose: The goal of the study is to determine the transcriptional changes associated with non-radiated cells, radiated cells, and sorted non-radiated",B,非目标瘤种/类型(细胞系/处理实验=12),细胞系/处理实验=12,"408, 0 Gy, VMC, Day 7, rep1"
GSE207727,200207727,12,P300-mediated adaptive conversion of glioma stem cells to vascular-like cells in,2022/09/09,Expression profiling by high throughput sequencing,100.0,Purpose: The goal of the study is to determine the global transcriptomic changes occuring post-radiation in cultured patient-derived gliomaspheres,A,瘤种词样本100%,-,"408, GBM, 8Gy, Day7-1"
GSE182280,200182280,12,A nuclear function for an oncogenic microRNA as a modulator of snRNA and splicin,2022/01/19,Expression profiling by high throughput sequencing,0.0,miRNAs are regulatory transcripts established as repressors of mRNA stability and translation. Here we demonstrate that an oncomiR-10b binds to U6 snR,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,RNAseq_GBM4_Scr_for_miR10b_rep2
GSE139016,200139016,12,Alcohol-abuse drug disulfiram targets pediatric glioma via MLL degradation,2019/12/20,Expression profiling by high throughput sequencing,0.0,"RNA-seq analysis was performed to compare gene expression of glioma cells with MLL1 and MLL2 knockdown, and control glioma cells.",B,非目标瘤种/类型(细胞系/处理实验=12),细胞系/处理实验=12,SF188_MLL1_MLL2_siRNA_3
GSE138863,200138863,12,Effect of disulfiram treatment on pediatric high grade glioma,2019/10/16,Expression profiling by high throughput sequencing,0.0,RNA-seq analysis was performed to compare gene expression between glioma cells treated with disulfiram and untreated glioma cells.,D,样本标题/摘要无特征词,-,SF188_DSF_2
GSE193884,200193884,11,Single-cell landscapes of primary glioblastomas and matched organoids and cell l,2022/02/16,Expression profiling by high throughput sequencing,0.0,Glioblastomas (GBMs) are aggressive primary malignant brain tumors characterized by extensive levels of inter- and intra-tumor genetic and phenotypic ,A?,摘要含瘤种词(样本标题无特征),-,JK142_gen1
GSE159605,200159605,11,A novel patient stratification strategy to enhance the therapeutic efficacy of d,2020/10/20,Expression profiling by array,0.0,Abstract. Background: Glioblastoma is the most common primary malignancy of the central nervous system with dismal prognosis. Differential gene expres,B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,711 Dasa 1µM rep 2
GSE149485,200149485,11,A simple and highly efficient method for multi-allelic CRISPR-Cas9 editing in pr,2020/06/01,Expression profiling by high throughput sequencing,0.0,"Background: CRISPR-Cas9-based technologies have revolutionized experimental manipulation of mammalian genomes. None-the-less, limitations of the deliv",B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,NSC-CB660-TERT sgTP53 replicate 2
GSE117632,200117632,11,N6-methyladenine DNA Modification in Glioblastoma [RNA-seq],2018/11/01,Expression profiling by high throughput sequencing,0.0,Genetic drivers of cancer can be dysregulated through epigenetic modifications of DNA. While the critical role of DNA 5-methylcytosine (5mC) in the re,A?,摘要含瘤种词(样本标题无特征),-,387_shALKBH1.1551_Normoxia
GSE96088,200096088,11,ASCL1 defines differentiation-competent GBM cells and directs neoplastic cells t,2017/07/21,Genome binding/occupancy profiling by high throughput sequen,0.0,"We identified a subgroup of patient-derived glioblastoma (GBM) cells that express high levels of the neurogenic transcription factor, ASCL1, which pre",E2,非表达谱技术(非Expression类型;ChIP/结合),-,G549 ATAC-seq
GSE205248,200205248,11,H3K27me3 spreading organizes canonical PRC1 chromatin architecture to regulate d,2026/03/09,Expression profiling by high throughput sequencing,0.0,Polycomb Repressive Complex 2 (PRC2) deposits H3K27me3 to recruit canonical PRC1 (cPRC1) that establishes repressive heterochromatin. Higher order cPR,D,样本标题/摘要无特征词,-,"HSJ019, K27M, replicate 2"
GSE217718,200217718,11,The characteristic of gene expression in htNSC senescence process due to ACP cys,2023/04/12,Expression profiling by high throughput sequencing,0.0,"To determine whether ISR signaling participates in inhibiting htNSC function due to cystic fluid or ox-LDL, we used an unbiased RNA sequencing (RNA-se",D,样本标题/摘要无特征词,-,htNSCs_3
GSE338105,200338105,10,Bulk RNA-seq of U251N orthotopic glioblastoma xenografts in athymic RNU/RNU rats,2026/07/17,Expression profiling by high throughput sequencing,0.0,"Laser interstitial thermal therapy (LITT) is increasingly used for deep-seated and recurrent glioblastoma, but the transcriptional state of cells that",B,非目标瘤种/类型(细胞系/处理实验=10),细胞系/处理实验=10,U251 primary (pre-LITT) [IL68B]
GSE300218,200300218,10,Persistent chromatin alterations and gene expression reprogramming follow widesp,2026/06/29,Expression profiling by high throughput sequencing,0.0,"We introduced hundreds of CRISPR–Cas9-mediated DNA double-strand breaks (DSBs) into glioblastoma stem-like cells and tracked chromatin, transcriptiona",B,非目标瘤种/类型(细胞系/处理实验=10),细胞系/处理实验=10,GSC20 mtg142 2wk rep B
GSE300769,200300769,10,Persistent chromatin alterations and gene expression reprogramming follow widesp,2026/06/01,Other,0.0,"We introduced hundreds of CRISPR–Cas9-mediated DNA double-strand breaks (DSBs) into glioblastoma stem-like cells and tracked chromatin, transcriptiona",E2,非表达谱技术(非表达谱),细胞系/处理实验=10,HiC GSC20 mtg142 3hr rep A
GSE274135,200274135,10,NANP Targeting Radio-sensitizes Glioblastoma through TNFR1 Sialylation-Driven Me,2025/12/07,Expression profiling by high throughput sequencing,0.0,"GBM remains a highly devasting brain tumor mainly due to the resistance to radiotherapy (RT), the most impactful first-line treatment for GBM. Our clo",B,非目标瘤种/类型(细胞系/处理实验=10),细胞系/处理实验=10,GSC11_shNANP-1_rep1
GSE285290,200285290,10,Identification of  miRNAs as promising biomarkers for diagnosis with combined an,2025/04/02,Expression profiling by high throughput sequencing,50.0,Applying Next Generation Sequencing technique we compared the mRNA expression pattern of tumor tissue sample of 5 GPs and peritumoral region of 5 lowe,A?,瘤种词样本50%,细胞系/处理实验=10,"Brain, glioblastoma, rep6 (RNA-seq)"
GSE260526,200260526,10,Three-dimensional regulatory hubs support oncogenic programs in glioblastoma ,2025/03/06,Expression profiling by high throughput sequencing,0.0,Enhancer-promoter communication in the context of the three-dimensional (3D) nucleus is critical for the regulation of transcriptional programs specif,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,GSC1206-RNA-seq-replicate1
GSE276177,200276177,10,Divergence from the human astrocyte developmental trajectory in glioblastoma,2024/10/31,Expression profiling by high throughput sequencing; Genome b,0.0,Glioblastoma (GBM) is defined by heterogenous and resilient cell populations that closely reflect neurodevelopmental cell types. While it is clear tha,A?,摘要含瘤种词(样本标题无特征),-,"sn-RNA-seq, GBM25, margin"
GSE241039,200241039,10,Developing enhanced immunotherapy using NKG2A knockout human pluripotent stem ce,2024/10/18,Expression profiling by high throughput sequencing,0.0,"Cancer immunotherapy is gaining increasing attention. However, immune checkpoints are exploited by cancer cells to evade anti-tumor immunotherapy. Her",B,非目标瘤种/类型(细胞系/处理实验=8),液体活检/血液=3; 细胞系/处理实验=8,PBMC rep3
GSE199143,200199143,10,RNA-seq and ChIP-seq in HepG2 hepatocellular carcinoma and U87 glioblastoma cell,2022/12/28,Expression profiling by high throughput sequencing; Genome b,0.0,This dataset examined the effect of ACTR5 knockdown in HepG2 and U87 cells. The gene expression profiling (RNA-seq) and the chromatin targeting of ACT,B,非目标瘤种/类型(细胞系/处理实验=8),细胞系/处理实验=8,RNAseq_HepG2_sgiNTC_2
GSE196141,200196141,10,RNA-seq analysis of glioblastoma stem cells where MEOX2 expression was knocked d,2022/05/18,Expression profiling by high throughput sequencing,0.0,"The most widely accepted hypothesis about glioblastoma onset indicates glioblastoma stem-like cells (GSCs) as the cells of origin, also responsible fo",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,BT273 shRNA18-1
GSE181378,200181378,10,LSD1-directed therapy affects glioblastoma tumorigenicity by deregulating the pr,2022/01/10,Expression profiling by high throughput sequencing,0.0,Tumor-initiating cells (TICs) play a critical role in glioblastoma (GBM) maintenance being responsible for its heterogeneity and resistance to standar,B,非目标瘤种/类型(细胞系/处理实验=5),细胞系/处理实验=5,vehicle_rep2
GSE158803,200158803,10,A Single-Cell Tumor Immune Atlas for Precision Oncology,2020/10/27,Expression profiling by high throughput sequencing,0.0,"The tumor immune microenvironment is a main contributor to cancer progression and a promising therapeutic target for oncology. However, immune microen",B,非目标瘤种/类型(非人类模型=3),其他癌种=1; 非人类模型=3,"liver metastasis, patient 1, CD45 enriched"
GSE147595,200147595,10,Attenuating Hypoxia Driven Malignant Behavior in Glioblastoma with a Novel Hypox,2020/09/10,Expression profiling by high throughput sequencing,0.0,Attenuating Hypoxia Driven Malignant Behavior in Glioblastoma with a Novel Hypoxia-Inducible Factor 2 Alpha Inhibitor,A?,摘要含瘤种词(样本标题无特征),-,10_12_29_17_2L
GSE146197,200146197,10,IL-6 derived from therapy-induced senescence facilitates the glycolytic phenotyp,2020/03/03,Expression profiling by high throughput sequencing,0.0,"In this study, we aimed to determine the fate of GBM cells following cAMP-induced differentiation. We assessed the effect of dbcAMP treatment on the g",A?,摘要含瘤种词(样本标题无特征),-,D5
GSE125587,200125587,10,Ex vivo Dynamics of Human Glioblastoma Cells in a Microvasculature-on-a-Chip Sys,2019/02/15,Expression profiling by high throughput sequencing,0.0,"The perivascular niche (PVN) plays an essential role in brain tumor stem-like cell (BTSC) fate control, tumor invasion, and therapeutic resistance. We",A?,摘要含瘤种词(样本标题无特征),-,GBM5
GSE302514,200302514,10,Tonic Signaling Shaped by Epitope Targeting Governs CAR-T Cell Fitness and Antit,2025/12/04,Expression profiling by high throughput sequencing,0.0,"We systematically evaluated B7-H3–targeting CAR-T cells derived from three monoclonal antibodies (376.96, MGA271, and Hu8H9) in diffuse midline glioma",D,样本标题/摘要无特征词,-,Hu8H9-1
GSE214804,200214804,10,Whole proteome and transcriptome analysis of cancer-derived EVs overlap in speci,2025/04/22,Expression profiling by high throughput sequencing,0.0,"Extracellular Vesicles (EVs) are particles of different sizes, covered by a lipid bilayer membrane and containing highly heterogeneous cargo. Cancer c",D,样本标题/摘要无特征词,-,PC3_100K_set1
GSE250466,200250466,10,Oncohistone H3.3K27M-driven CREB5/ID1 Axis Mediates the Malignant Cell States of,2025/02/03,Expression profiling by high throughput sequencing,0.0,"Diffuse intrinsic pontine glioma (DIPG), an exceptionally lethal pediatric cancer with limited treatment options, is characterized by relentless proli",B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,WT_RNAseq_rep1
GSE260928,200260928,10,Mutant IDH inhibitors induce lineage differentiation in IDH-mutant Oligodendrogl,2024/05/01,Expression profiling by high throughput sequencing,0.0,"A subset of patients with IDH-mutant glioma respond to inhibitors of mutant IDH (IDHi), yet the molecular underpinnings of such responses are not unde",B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9; 非人类模型=4,"Mouse Notch1-KO, IDHi treated, Chromium gene "
GSE213162,200213162,10,Establishment and characterization of patient-derived xenograft from leptomening,2022/09/14,Expression profiling by high throughput sequencing,0.0,"To establish and to characterize patient derived preclinical model of rare pediatric glioma, anaplastic pleomorphic xanthoastrocytoma. The model was d",B,非目标瘤种/类型(正常/非肿瘤组织=2),正常/非肿瘤组织=2,X128a
GSE197758,200197758,10,MEOX2-mediated regulation of Cathepsin S promotes cell proliferation and motilit,2022/04/01,Expression profiling by high throughput sequencing,0.0,Nuclear transcription factor Mesenchyme Homeobox 2 (MEOX2) is a homeobox gene that is originally discovered to suppress the growth of vascular smooth ,B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,U87-OE-2(MEOX2 OE-2)
GSE198979,200198979,10,Venetoclax cooperates with ionizing radiation to attenuate Diffuse Midline Gliom,2022/03/23,Expression profiling by high throughput sequencing; Other,0.0,"This article highlights the radiation induced cytotoxic effect of the BCL2 inhibitor, venetoclax, in diffuse midline gliomas (DMG). 1. RNA-seq: We per",B,非目标瘤种/类型(细胞系/处理实验=7),细胞系/处理实验=7,SF8628 Unirradiated Control 03
GSE225153,200225153,9,Increasing TET expression and 5-hydroxymethylcytosine formation by a carbocyclic,2026/08/06,Expression profiling by high throughput sequencing,0.0,"Ten-eleven translocation (TET) enzymes are critical epigenetic regulators, which oxidize the methylated cytosine nucleobase 5-methyl-dC (5mdC) in the ",B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,MOLM13-AzaDeoxyCytidine0.5uM-Replicate2 [RNA-
GSE314657,200314657,9,Two translocation mechanisms drive neural stem cell dissemination into the human,2026/06/21,Expression profiling by high throughput sequencing,100.0,"The strong size increase of the human neocortex is supported by a neural stem cell population, the basal radial glial (bRG) cells. Using live imaging ",E,瘤种词100%但细胞系/处理主导(9),细胞系/处理实验=9,Glioblastoma cell line U3039
GSE314496,200314496,9,Non-viral CISH locus-specific integrated FAPα CAR-T cells achieve potent anti-tu,2025/12/25,Expression profiling by high throughput sequencing,0.0,"CAR-T cells have been used to treat patients with glioblastoma (GBM) in clinical trial settings, by targeting GBM-associated antigens. However, the ef",B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,Untreated-3
GSE285885,200285885,9,Dual-functional Brain-targeting Liposomes with iRGD Modification for Co-delivery,2025/12/02,Expression profiling by high throughput sequencing,66.7,"Rationale：Glioblastoma (GBM) is a highly aggressive brain tumor, often associated with the activation of EGFR and NF-κB signaling pathways in radiores",A?(小样本),瘤种词样本67%,细胞系/处理实验=3,Radioresistant glioblastoma cells differentia
GSE260937,200260937,9,The effects of IDH1 R132H autopalmitoylation on gene expressions in U87 cells,2025/11/18,Expression profiling by high throughput sequencing,0.0,Gain-of-function mutations of isocitrate dehydrogenase 1 (IDH1) lead to neomorphic enzymatic activities and the production of oncometabolite R-2-hydro,B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,"U87 cells, PCDH, rep1"
GSE300210,200300210,9,Drug and single-cell gene expression integration identifies sensitive and resist,2025/06/23,Expression profiling by high throughput sequencing,0.0,Glioblastoma (GBM) remains the most common and lethal adult malignant primary brain cancer with few treatment options. One of the most significant iss,B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,GBM8-CT179-200nM-24h-3
GSE276693,200276693,9,Impact of temozolomide on gene expression of LN-229 cells,2025/05/07,Expression profiling by high throughput sequencing,0.0,Transcriptomic gene expression analysis of LN-229 cells stimulated for 48 h or 144 h with temozolomide is compared to unexposed cells for the characte,B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,"LN-229 cells, temozolomide 48 h, rep 3"
GSE288022,200288022,9,A bruton’s tyrosine kinase inhibitor reduces stemness and invasiveness of patien,2025/04/01,Expression profiling by high throughput sequencing,100.0,"Glioblastoma (GBM), the most prevalent primary brain tumor, remains incurable due to the presence of cancer stem cells (CSC), which can be isolated as",E,瘤种词100%但细胞系/处理主导(6),细胞系/处理实验=6,"GBM Tumorsphere 13-64, SPA8007-Treated"
GSE268582,200268582,9,Glioblastoma progression is hindered by melatonin-primed mesenchymal stromal cel,2025/03/19,Expression profiling by high throughput sequencing,0.0,Background. Glioblastoma (GBM) is the deadliest form of brain cancer and its treatment remains an unresolved challenge. Mesenchymal stromal cells (MSC,B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,U87 n1
GSE285545,200285545,9,Radiation-Induced Cellular Plasticity Primes Glioblastoma for Forskolin-Mediated,2024/12/30,Expression profiling by high throughput sequencing,0.0,Glioblastoma is the deadliest brain cancer in adults and all patients succumb to the tumor. While surgery followed by chemo-radiotherapy delays diseas,B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,DMSO_D5_2
GSE282324,200282324,9,Inhibition of thioredoxin reductase 1 sensitizes glucose-starved glioblastoma ce,2024/12/23,Expression profiling by high throughput sequencing,0.0,Disulfidptosis is a recently identified form of cell death characterized by the aberrant accumulation of cellular disulfides. This process primarily o,A?(小样本),摘要含瘤种词(样本标题无特征),-,"Tumor, EV,  3"
GSE255754,200255754,9,Letrozole in Combination with Standard Therapy in Recurrent High-Grade Gliomas,2024/08/28,Expression profiling by high throughput sequencing,0.0,High grade gliomas (HGGs) remain highly fatal malignancies with glioblastoma accounting for almost 50% of primary brain malignancies in the elderly.  ,B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,letrozole-2.5mg-rep2
GSE190804,200190804,9,Glioblastoma stem cells after METTL8 knockdown.,2024/02/12,Expression profiling by high throughput sequencing,0.0,"This project investigates the role METTL8 in human glioblastoma stem cells. In order to understand the transcriptomic changes upon deletion of METTL8,",A?(小样本),摘要含瘤种词(样本标题无特征),-,shM8-2_2
GSE229136,200229136,9,Divergent transcriptomic signatures from putative mesenchymal stimuli in gliobla,2024/01/10,Expression profiling by high throughput sequencing,0.0,"In glioblastoma, a mesenchymal phenotype is associated with especially poor patient outcomes. Various glioblastoma microenvironmental factors and ther",B,非目标瘤种/类型(细胞系/处理实验=6),细胞系/处理实验=6,Untreated rep 3
GSE245043,200245043,9,Threonine fuels glioblastoma through YRDC-mediated codon-biased translational re,2024/01/06,Non-coding RNA profiling by high throughput sequencing,0.0,"To understand the underlying mechanism of YRDC, an enzyme catalysing the formation of N6-threonylcarbamoyladenosine (t6A) on ANN-decoding tRNAs, and t",A?(小样本),摘要含瘤种词(样本标题无特征),-,tRNA-KD1
GSE251777,200251777,9,An engineered glioblastoma model yields macrophage-secreted drivers of invasion,2023/12/21,Expression profiling by high throughput sequencing,0.0,"Glioblastomas (GBMs) are highly invasive brain tumors replete with brain- and blood-derived macrophages, collectively known as tumor-associated macrop",B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,"GSC-20, Control Media, Day 28, full channel_r"
GSE218041,200218041,9,RNA-seq of glioblastoma stem cells treated by CCR7 inhibitors.,2023/08/04,Expression profiling by high throughput sequencing,0.0,RNA-seq of glioblastoma stem cells  treated by CCR7 inhibitors.,B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,Cmp2105_1
GSE214466,200214466,9,Cancer-associated SMARCAL1 loss-of-function mutations promote alternative length,2023/01/04,Expression profiling by high throughput sequencing,0.0,"In this study, we used a patient-derived ALT-positive GBM cell line with native SMARCAL1 deficiency to investigate the role of SMARCAL1 in ALT-mediate",A?(小样本),摘要含瘤种词(样本标题无特征),-,IC02
GSE190816,200190816,9,STING governs RCC growth through mitochondrial regulation of VDAC2,2022/11/29,Expression profiling by high throughput sequencing,0.0,STING is an innate immune sensor for immune surveillance of viral or bacterial infection and maintenance of an immune-friendly microenvironment to unf,B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,A498 STING KD sh45 RNA Rep2
GSE152861,200152861,9,Histone variant H2AFV expression defines functionally distinct cancer subpopulat,2022/01/15,Expression profiling by high throughput sequencing,0.0,"Tumors are composed of cellular subpopulations with varying degree of proliferative and tumorigenic potential. Here, we identify inter- and intra-tumo",A?(小样本),摘要含瘤种词(样本标题无特征),-,RNA-Seq_TS543_NT_rep3
GSE141383,200141383,9,Single-cell characterization of macrophages in glioblastoma reveals MARCO as a m,2020/12/23,Expression profiling by high throughput sequencing,0.0,"Macrophages are the most common infiltrating immune cells in glioblastoma (GBM), and play a wide variety of pro-tumor and anti-tumor roles. However, t",A?(小样本),摘要含瘤种词(样本标题无特征),-,PW032-706
GSE159607,200159607,9,A novel patient stratification strategy to enhance the therapeutic efficacy of d,2020/10/20,Expression profiling by array,0.0,Abstract. Background: Glioblastoma is the most common primary malignancy of the central nervous system with dismal prognosis. Differential gene expres,A?(小样本),摘要含瘤种词(样本标题无特征),-,NCH 421k_200778090004_A.
GSE138114,200138114,9,Glioma-derived miRNA-containing extracellular vesicles induce angiogenesis by re,2019/12/20,Non-coding RNA profiling by high throughput sequencing,0.0,Glioblastoma multiforme (GBM) is characterized by the close relationship of glioma stem cells (GSC) with aberrant vascularization. It has been establi,A?(小样本),摘要含瘤种词(样本标题无特征),-,3: EXP1-GBM8-EV_smallRNA
GSE137830,200137830,9,Glioma-derived miRNA-containing extracellular vesicles induce angiogenesis by re,2019/12/20,Methylation profiling by genome tiling array,0.0,Glioblastoma multiforme (GBM) is characterized by the close relationship of glioma stem cells (GSC) with aberrant vascularization. It has been establi,E2,非表达谱技术(非表达谱;甲基化),细胞系/处理实验=3,genomic DNA from HBMVECs in EBM_A3
GSE103790,200103790,9,Analysis of transcriptional regulation by Myt1 and Myt1l,2018/01/24,Expression profiling by high throughput sequencing,0.0,We report the changes in gene expression in U87 glioblastoma cells with re-introduced Myt1 or Myt1l.,B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,U87 cells_ctrl rep3
GSE74516,200074516,9,RNA-seq Profiles in Transcription elongation factors are in vivo-specific cancer,2017/04/01,Expression profiling by high throughput sequencing,0.0,"Glioblastoma ranks as one of the most lethal human cancers, with no effective therapies.  To discover novel  therapeutic targets, here we performed pa",B,非目标瘤种/类型(细胞系/处理实验=4),细胞系/处理实验=4,IN528ic Rep1
GSE68800,200068800,9,The RNA-binding protein Musashi1 is a central regulator of adhesion pathways in ,2015/06/29,Expression profiling by high throughput sequencing,0.0,"The conserved RNA-binding protein Musashi1 (MSI1) has emerged as a key oncogenic factor in numerous solid tumors, including glioblastoma. However, its",B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,U251 WT RNA-seq Rep 1
GSE315177,200315177,9,M2 type tumor associated macrophage-derived CCL-18 promotes glioma cell prolifer,2026/08/09,Expression profiling by high throughput sequencing,0.0,"Most of glioma patients still experience relapse after radiotherapy owing to the formation of tumor immunosuppressive microenvironment. However, the c",A?(小样本),泛瘤种词样本100%(非精确瘤种),-,glioma tissue from patient04
GSE335945,200335945,9,Blockage of Ca2+-permeable AMPA receptors suppresses proliferation of schwannoma,2026/06/19,Expression profiling by high throughput sequencing,0.0,"Schwannomas are common benign tumors, but management of large or multiple tumors, such as those in NF2-related schwannomatosis, remains challenging du",D,样本标题/摘要无特征词,-,"HS-PSS cells, 10uM PER, day7"
GSE286945,200286945,9,Small Extracellular Vesicles from Radioresistant H3K27M-Pediatric Diffuse Midlin,2025/06/02,Expression profiling by high throughput sequencing,0.0,Pediatric diffuse midline gliomas harboring the Histone 3 lysine 27-to-methionine mutation (H3K27M-pDMG) represent a highly heterogenous group of brai,D,样本标题/摘要无特征词,-,SF7761_Biol_rep_1
GSE286941,200286941,9,Small Extracellular Vesicles from Radioresistant H3K27M-Pediatric Diffuse Midlin,2025/06/02,Expression profiling by high throughput sequencing,0.0,Pediatric diffuse midline gliomas harboring the Histone 3 lysine 27-to-methionine mutation (H3K27M-pDMG) represent a highly heterogenous group of brai,D,样本标题/摘要无特征词,-,Control_Biol_rep_2
GSE162989,200162989,9,"Single-cell/single-nucleus RNA-seq of diffuse hemispheric gliomas, H3G34-mutant.",2024/07/30,Expression profiling by high throughput sequencing,0.0,"As part of a multi-omics and CRISPR/Cas9-screen based study to extensively characterize the molecular basis of diffuse hemispheric gliomas, H3G34-muta",D,样本标题/摘要无特征词,-,MUV94
GSE245907,200245907,9,Digital transformation of herbal medicine: Conversion to biological entity data ,2024/06/21,Expression profiling by high throughput sequencing,0.0,This study aimed to identify transcript expression induced by tonifying herbal medicines (THM) and modes of action (MOA) of THM in A549 cell line. For,B,非目标瘤种/类型(细胞系/处理实验=3),细胞系/处理实验=3,BatchD_ethanol extract of Atractylodis Rhizom
GSE263946,200263946,9,Rapid PTEFb-dependent transcriptional reorganization underpins the glioma adapti,2024/04/16,Expression profiling by high throughput sequencing,0.0,"Using a combination of ChIP-, ATAC-, RNA-seq, and CUT&RUN in model systems of diffuse intrinsic pontine glioma and other pediatric high-grade gliomas,",B,非目标瘤种/类型(细胞系/处理实验=9),细胞系/处理实验=9,"DIPG4 cells, DMSO, radiation, 6 hours, replic"
GSE247741,200247741,9,Single nuclei RNA-seq profiles from medulloblastoma tumors with extensive nodula,2023/11/15,Methylation profiling by high throughput sequencing,0.0,Medulloblastoma with extensive nodularity (MBEN) are cerebellar tumors with two histologically distinct compartments and varying disease course.  We i,E2,非表达谱技术(非Expression类型;甲基化),-,ICGC_MB299
GSE194213,200194213,9,Hijacking a neurodevelopmental epigenomic program in metastatic dissemination of,2023/02/28,Expression profiling by high throughput sequencing,0.0,"How dysregulation of neurodevelopment relates to medulloblastoma (MB), the most common pediatric brain tumor, remains elusive. Here, we uncovered a ne",D,样本标题/摘要无特征词,-,MED8A SMARCD3 KO-1 rep 3
GSE206578,200206578,9,Pro-Inflammatory Cytokines Mediate the Epithelial-to-Mesenchymal-Like Transition,2022/06/24,Expression profiling by high throughput sequencing,0.0,Pediatric ependymoma is a devastating brain cancer marked by its relapsing pattern and lack of effective chemotherapies. This shortage of treatments i,D,样本标题/摘要无特征词,-,I1
